filename,session,subject,emotion
session_1_ha_eeg_data_13_3.csv,1,ha,1
session_1_zjd_eeg_data_21_8.csv,1,zjd,0
session_1_zjd_eeg_data_14_1.csv,1,zjd,1
session_1_wll_eeg_data_9_34.csv,1,wll,0
session_1_rx_eeg_data_13_45.csv,1,rx,1
session_1_wll_eeg_data_7_19.csv,1,wll,0
session_1_hql_eeg_data_13_24.csv,1,hql,1
session_1_zjy_eeg_data_23_26.csv,1,zjy,0
session_1_zjy_eeg_data_7_4.csv,1,zjy,0
session_1_whh_eeg_data_8_21.csv,1,whh,1
session_1_qyt_eeg_data_13_27.csv,1,qyt,1
session_1_whh_eeg_data_6_24.csv,1,whh,0
session_1_rx_eeg_data_2_4.csv,1,rx,2
session_1_whh_eeg_data_21_15.csv,1,whh,0
session_1_wll_eeg_data_23_1.csv,1,wll,0
session_1_mz_eeg_data_14_5.csv,1,mz,1
session_1_qyt_eeg_data_7_5.csv,1,qyt,0
session_1_tyc_eeg_data_24_5.csv,1,tyc,3
session_1_wll_eeg_data_16_8.csv,1,wll,3
session_1_cz_eeg_data_4_1.csv,1,cz,0
session_1_rx_eeg_data_10_0.csv,1,rx,1
session_1_whh_eeg_data_15_3.csv,1,whh,2
session_1_ha_eeg_data_3_12.csv,1,ha,3
session_1_mz_eeg_data_14_22.csv,1,mz,1
session_1_wll_eeg_data_7_31.csv,1,wll,0
session_1_mz_eeg_data_14_36.csv,1,mz,1
session_1_whh_eeg_data_1_39.csv,1,whh,1
session_1_zjy_eeg_data_24_13.csv,1,zjy,3
session_1_wll_eeg_data_7_25.csv,1,wll,0
session_1_hql_eeg_data_13_18.csv,1,hql,1
session_1_ldy_eeg_data_8_9.csv,1,ldy,1
session_1_qyt_eeg_data_14_12.csv,1,qyt,1
session_1_whh_eeg_data_6_30.csv,1,whh,0
session_1_hql_eeg_data_14_11.csv,1,hql,1
session_1_ldy_eeg_data_18_40.csv,1,ldy,2
session_1_ldy_eeg_data_13_3.csv,1,ldy,1
session_1_zjy_eeg_data_13_46.csv,1,zjy,1
session_1_zjy_eeg_data_17_7.csv,1,zjy,2
session_1_ly_eeg_data_1_5.csv,1,ly,1
session_1_ly_eeg_data_18_33.csv,1,ly,2
session_1_ly_eeg_data_3_31.csv,1,ly,3
session_1_ly_eeg_data_13_8.csv,1,ly,1
session_1_cz_eeg_data_24_27.csv,1,cz,3
session_1_wq_eeg_data_9_7.csv,1,wq,0
session_1_ha_eeg_data_5_9.csv,1,ha,2
session_1_qyt_eeg_data_17_1.csv,1,qyt,2
session_1_qyt_eeg_data_22_8.csv,1,qyt,3
session_1_wq_eeg_data_1_24.csv,1,wq,1
session_1_rx_eeg_data_23_25.csv,1,rx,0
session_1_wq_eeg_data_20_3.csv,1,wq,3
session_1_ldy_eeg_data_4_27.csv,1,ldy,0
session_1_wll_eeg_data_5_2.csv,1,wll,2
session_1_wq_eeg_data_1_30.csv,1,wq,1
session_1_rx_eeg_data_23_31.csv,1,rx,0
session_1_zjd_eeg_data_16_22.csv,1,zjd,3
session_1_ly_eeg_data_3_25.csv,1,ly,3
session_1_cz_eeg_data_24_33.csv,1,cz,3
session_1_zjy_eeg_data_13_52.csv,1,zjy,1
session_1_wq_eeg_data_6_39.csv,1,wq,0
session_1_mhw_eeg_data_12_0.csv,1,mhw,1
session_1_ly_eeg_data_18_27.csv,1,ly,2
session_1_wq_eeg_data_8_14.csv,1,wq,1
session_1_mhw_eeg_data_24_22.csv,1,mhw,3
session_1_mhw_eeg_data_8_44.csv,1,mhw,1
session_1_wq_eeg_data_6_11.csv,1,wq,0
session_1_ly_eeg_data_16_22.csv,1,ly,3
session_1_rx_eeg_data_24_10.csv,1,rx,3
session_1_tyc_eeg_data_15_53.csv,1,tyc,2
session_1_rx_eeg_data_23_19.csv,1,rx,0
session_1_tyc_eeg_data_19_5.csv,1,tyc,3
session_1_cz_eeg_data_21_8.csv,1,cz,0
session_1_wq_eeg_data_1_18.csv,1,wq,1
session_1_cz_eeg_data_23_12.csv,1,cz,0
session_1_cz_eeg_data_14_1.csv,1,cz,1
session_1_hql_eeg_data_3_2.csv,1,hql,3
session_1_zjd_eeg_data_18_27.csv,1,zjd,2
session_1_rx_eeg_data_18_9.csv,1,rx,2
session_1_zjd_eeg_data_18_33.csv,1,zjd,2
session_1_whh_eeg_data_3_5.csv,1,whh,3
session_1_ly_eeg_data_4_10.csv,1,ly,0
session_1_hql_eeg_data_14_6.csv,1,hql,1
session_1_mhw_eeg_data_23_17.csv,1,mhw,0
session_1_ldy_eeg_data_21_10.csv,1,ldy,0
session_1_ldy_eeg_data_3_12.csv,1,ldy,3
session_1_tyc_eeg_data_15_47.csv,1,tyc,2
session_1_wq_eeg_data_8_28.csv,1,wq,1
session_1_mhw_eeg_data_7_2.csv,1,mhw,0
session_1_ly_eeg_data_3_19.csv,1,ly,3
session_1_mhw_eeg_data_8_50.csv,1,mhw,1
session_1_ha_eeg_data_15_5.csv,1,ha,2
session_1_whh_eeg_data_3_14.csv,1,whh,3
session_1_ldy_eeg_data_13_49.csv,1,ldy,1
session_1_ha_eeg_data_22_17.csv,1,ha,3
session_1_mz_eeg_data_18_36.csv,1,mz,2
session_1_whh_eeg_data_24_25.csv,1,whh,3
session_1_zjd_eeg_data_12_7.csv,1,zjd,1
session_1_rx_eeg_data_7_17.csv,1,rx,0
session_1_qyt_eeg_data_18_12.csv,1,qyt,2
session_1_ha_eeg_data_6_22.csv,1,ha,0
session_1_zjy_eeg_data_1_2.csv,1,zjy,1
session_1_ldy_eeg_data_14_40.csv,1,ldy,1
session_1_mz_eeg_data_8_47.csv,1,mz,1
session_1_hql_eeg_data_18_11.csv,1,hql,2
session_1_zjy_eeg_data_21_23.csv,1,zjy,0
session_1_wll_eeg_data_2_15.csv,1,wll,2
session_1_whh_eeg_data_23_38.csv,1,whh,0
session_1_hql_eeg_data_16_28.csv,1,hql,3
session_1_ha_eeg_data_6_36.csv,1,ha,0
session_1_zjy_eeg_data_19_8.csv,1,zjy,3
session_1_mz_eeg_data_18_22.csv,1,mz,2
session_1_wq_eeg_data_7_8.csv,1,wq,0
session_1_whh_eeg_data_24_31.csv,1,whh,3
session_1_ha_eeg_data_1_17.csv,1,ha,1
session_1_mz_eeg_data_16_27.csv,1,mz,3
session_1_whh_eeg_data_3_28.csv,1,whh,3
session_1_whh_eeg_data_24_19.csv,1,whh,3
session_1_whh_eeg_data_4_21.csv,1,whh,0
session_1_whh_eeg_data_23_10.csv,1,whh,0
session_1_ha_eeg_data_8_33.csv,1,ha,1
session_1_rx_eeg_data_4_2.csv,1,rx,0
session_1_ha_eeg_data_8_27.csv,1,ha,1
session_1_mz_eeg_data_12_3.csv,1,mz,1
session_1_wll_eeg_data_22_13.csv,1,wll,3
session_1_qyt_eeg_data_1_3.csv,1,qyt,1
session_1_mhw_eeg_data_18_42.csv,1,mhw,2
session_1_hql_eeg_data_16_14.csv,1,hql,3
session_1_tyc_eeg_data_22_3.csv,1,tyc,3
session_1_hql_eeg_data_18_39.csv,1,hql,2
session_1_cz_eeg_data_2_7.csv,1,cz,2
session_1_rx_eeg_data_16_6.csv,1,rx,3
session_1_whh_eeg_data_13_5.csv,1,whh,1
session_1_mz_eeg_data_16_33.csv,1,mz,3
session_1_zjd_eeg_data_8_43.csv,1,zjd,1
session_1_wll_eeg_data_5_20.csv,1,wll,2
session_1_qyt_eeg_data_16_17.csv,1,qyt,3
session_1_rx_eeg_data_9_12.csv,1,rx,0
session_1_wq_eeg_data_22_1.csv,1,wq,3
session_1_wll_eeg_data_13_27.csv,1,wll,1
session_1_qyt_eeg_data_15_3.csv,1,qyt,2
session_1_zjy_eeg_data_6_22.csv,1,zjy,0
session_1_wq_eeg_data_17_8.csv,1,wq,2
session_1_ldy_eeg_data_24_8.csv,1,ldy,3
session_1_hql_eeg_data_7_15.csv,1,hql,0
session_1_whh_eeg_data_15_39.csv,1,whh,2
session_1_qyt_eeg_data_6_24.csv,1,qyt,0
session_1_ly_eeg_data_3_7.csv,1,ly,3
session_1_ly_eeg_data_24_3.csv,1,ly,3
session_1_zjy_eeg_data_15_5.csv,1,zjy,2
session_1_ldy_eeg_data_11_1.csv,1,ldy,2
session_1_qyt_eeg_data_6_30.csv,1,qyt,0
session_1_cz_eeg_data_7_12.csv,1,cz,0
session_1_mhw_eeg_data_10_2.csv,1,mhw,1
session_1_ha_eeg_data_19_8.csv,1,ha,3
session_1_tyc_eeg_data_16_16.csv,1,tyc,3
session_1_whh_eeg_data_12_24.csv,1,whh,1
session_1_zjy_eeg_data_6_36.csv,1,zjy,0
session_1_ha_eeg_data_14_16.csv,1,ha,1
session_1_wll_eeg_data_13_33.csv,1,wll,1
session_1_wll_eeg_data_7_0.csv,1,wll,0
session_1_qyt_eeg_data_1_39.csv,1,qyt,1
session_1_zjy_eeg_data_8_33.csv,1,zjy,1
session_1_hql_eeg_data_1_0.csv,1,hql,1
session_1_tyc_eeg_data_18_13.csv,1,tyc,2
session_1_cz_eeg_data_16_3.csv,1,cz,3
session_1_zjy_eeg_data_10_17.csv,1,zjy,1
session_1_qyt_eeg_data_1_11.csv,1,qyt,1
session_1_qyt_eeg_data_6_18.csv,1,qyt,0
session_1_cz_eeg_data_9_17.csv,1,cz,0
session_1_wll_eeg_data_14_12.csv,1,wll,1
session_1_qyt_eeg_data_8_35.csv,1,qyt,1
session_1_zjy_eeg_data_1_17.csv,1,zjy,1
session_1_hql_eeg_data_7_29.csv,1,hql,0
session_1_ha_eeg_data_13_37.csv,1,ha,1
session_1_zjy_eeg_data_19_33.csv,1,zjy,3
session_1_whh_eeg_data_15_11.csv,1,whh,2
session_1_ha_eeg_data_13_23.csv,1,ha,1
session_1_ldy_eeg_data_2_2.csv,1,ldy,2
session_1_zjy_eeg_data_19_27.csv,1,zjy,3
session_1_mhw_eeg_data_5_0.csv,1,mhw,2
session_1_hql_eeg_data_9_10.csv,1,hql,0
session_1_qyt_eeg_data_8_21.csv,1,qyt,1
session_1_mhw_eeg_data_2_19.csv,1,mhw,2
session_1_mhw_eeg_data_5_10.csv,1,mhw,2
session_1_hql_eeg_data_16_4.csv,1,hql,3
session_1_zjy_eeg_data_8_27.csv,1,zjy,1
session_1_whh_eeg_data_1_7.csv,1,whh,1
session_1_whh_eeg_data_12_18.csv,1,whh,1
session_1_qyt_eeg_data_15_52.csv,1,qyt,2
session_1_tyc_eeg_data_2_9.csv,1,tyc,2
session_1_ldy_eeg_data_10_24.csv,1,ldy,1
session_1_zjy_eeg_data_3_0.csv,1,zjy,3
session_1_mhw_eeg_data_12_23.csv,1,mhw,1
session_1_wll_eeg_data_8_48.csv,1,wll,1
session_1_zjd_eeg_data_2_22.csv,1,zjd,2
session_1_wq_eeg_data_16_23.csv,1,wq,3
session_1_hql_eeg_data_15_51.csv,1,hql,2
session_1_rx_eeg_data_15_30.csv,1,rx,2
session_1_zjd_eeg_data_10_5.csv,1,zjd,1
session_1_ha_eeg_data_17_7.csv,1,ha,2
session_1_tyc_eeg_data_6_13.csv,1,tyc,0
session_1_ldy_eeg_data_19_14.csv,1,ldy,3
session_1_hql_eeg_data_15_45.csv,1,hql,2
session_1_mz_eeg_data_5_13.csv,1,mz,2
session_1_rx_eeg_data_15_24.csv,1,rx,2
session_1_ldy_eeg_data_10_30.csv,1,ldy,1
session_1_mz_eeg_data_15_62.csv,1,mz,2
session_1_qyt_eeg_data_15_46.csv,1,qyt,2
session_1_ha_eeg_data_9_4.csv,1,ha,0
session_1_cz_eeg_data_12_26.csv,1,cz,1
session_1_wq_eeg_data_19_7.csv,1,wq,3
session_1_zjd_eeg_data_5_17.csv,1,zjd,2
session_1_ldy_eeg_data_10_18.csv,1,ldy,1
session_1_tyc_eeg_data_1_32.csv,1,tyc,1
session_1_tyc_eeg_data_8_16.csv,1,tyc,1
session_1_mhw_eeg_data_15_16.csv,1,mhw,2
session_1_wq_eeg_data_18_32.csv,1,wq,2
session_1_ldy_eeg_data_17_11.csv,1,ldy,2
session_1_ldy_eeg_data_19_28.csv,1,ldy,3
session_1_wq_eeg_data_18_26.csv,1,wq,2
session_1_zjd_eeg_data_8_0.csv,1,zjd,1
session_1_rx_eeg_data_15_18.csv,1,rx,2
session_1_cz_eeg_data_15_13.csv,1,cz,2
session_1_whh_eeg_data_11_7.csv,1,whh,2
session_1_rx_eeg_data_14_4.csv,1,rx,1
session_1_tyc_eeg_data_20_1.csv,1,tyc,3
session_1_qyt_eeg_data_3_1.csv,1,qyt,3
session_1_tyc_eeg_data_1_26.csv,1,tyc,1
session_1_mz_eeg_data_10_1.csv,1,mz,1
session_1_rx_eeg_data_12_11.csv,1,rx,1
session_1_tyc_eeg_data_15_8.csv,1,tyc,2
session_1_rx_eeg_data_6_0.csv,1,rx,0
session_1_mz_eeg_data_1_9.csv,1,mz,1
session_1_whh_eeg_data_11_6.csv,1,whh,2
session_1_cz_eeg_data_15_12.csv,1,cz,2
session_1_rx_eeg_data_15_19.csv,1,rx,2
session_1_zjd_eeg_data_8_1.csv,1,zjd,1
session_1_wq_eeg_data_18_27.csv,1,wq,2
session_1_ldy_eeg_data_19_29.csv,1,ldy,3
session_1_mz_eeg_data_1_8.csv,1,mz,1
session_1_rx_eeg_data_6_1.csv,1,rx,0
session_1_tyc_eeg_data_15_9.csv,1,tyc,2
session_1_mz_eeg_data_10_0.csv,1,mz,1
session_1_rx_eeg_data_12_10.csv,1,rx,1
session_1_tyc_eeg_data_1_27.csv,1,tyc,1
session_1_qyt_eeg_data_3_0.csv,1,qyt,3
session_1_tyc_eeg_data_20_0.csv,1,tyc,3
session_1_rx_eeg_data_14_5.csv,1,rx,1
session_1_tyc_eeg_data_1_33.csv,1,tyc,1
session_1_ldy_eeg_data_10_19.csv,1,ldy,1
session_1_zjd_eeg_data_5_16.csv,1,zjd,2
session_1_ldy_eeg_data_17_10.csv,1,ldy,2
session_1_wq_eeg_data_18_33.csv,1,wq,2
session_1_mhw_eeg_data_15_17.csv,1,mhw,2
session_1_tyc_eeg_data_8_17.csv,1,tyc,1
session_1_rx_eeg_data_15_25.csv,1,rx,2
session_1_hql_eeg_data_15_44.csv,1,hql,2
session_1_mz_eeg_data_5_12.csv,1,mz,2
session_1_ldy_eeg_data_19_15.csv,1,ldy,3
session_1_tyc_eeg_data_6_12.csv,1,tyc,0
session_1_wq_eeg_data_19_6.csv,1,wq,3
session_1_ha_eeg_data_9_5.csv,1,ha,0
session_1_qyt_eeg_data_15_47.csv,1,qyt,2
session_1_mz_eeg_data_15_63.csv,1,mz,2
session_1_ldy_eeg_data_10_31.csv,1,ldy,1
session_1_wll_eeg_data_8_49.csv,1,wll,1
session_1_mhw_eeg_data_12_22.csv,1,mhw,1
session_1_ldy_eeg_data_10_25.csv,1,ldy,1
session_1_zjy_eeg_data_3_1.csv,1,zjy,3
session_1_tyc_eeg_data_2_8.csv,1,tyc,2
session_1_qyt_eeg_data_15_53.csv,1,qyt,2
session_1_ha_eeg_data_17_6.csv,1,ha,2
session_1_zjd_eeg_data_10_4.csv,1,zjd,1
session_1_rx_eeg_data_15_31.csv,1,rx,2
session_1_wq_eeg_data_16_22.csv,1,wq,3
session_1_hql_eeg_data_15_50.csv,1,hql,2
session_1_mhw_eeg_data_2_18.csv,1,mhw,2
session_1_qyt_eeg_data_8_20.csv,1,qyt,1
session_1_hql_eeg_data_9_11.csv,1,hql,0
session_1_mhw_eeg_data_5_1.csv,1,mhw,2
session_1_zjy_eeg_data_19_26.csv,1,zjy,3
session_1_ldy_eeg_data_2_3.csv,1,ldy,2
session_1_ha_eeg_data_13_22.csv,1,ha,1
session_1_whh_eeg_data_15_10.csv,1,whh,2
session_1_whh_eeg_data_12_19.csv,1,whh,1
session_1_whh_eeg_data_1_6.csv,1,whh,1
session_1_zjy_eeg_data_8_26.csv,1,zjy,1
session_1_hql_eeg_data_16_5.csv,1,hql,3
session_1_mhw_eeg_data_5_11.csv,1,mhw,2
session_1_qyt_eeg_data_1_10.csv,1,qyt,1
session_1_zjy_eeg_data_10_16.csv,1,zjy,1
session_1_cz_eeg_data_16_2.csv,1,cz,3
session_1_tyc_eeg_data_18_12.csv,1,tyc,2
session_1_hql_eeg_data_1_1.csv,1,hql,1
session_1_zjy_eeg_data_8_32.csv,1,zjy,1
session_1_zjy_eeg_data_19_32.csv,1,zjy,3
session_1_ha_eeg_data_13_36.csv,1,ha,1
session_1_hql_eeg_data_7_28.csv,1,hql,0
session_1_zjy_eeg_data_1_16.csv,1,zjy,1
session_1_qyt_eeg_data_8_34.csv,1,qyt,1
session_1_wll_eeg_data_14_13.csv,1,wll,1
session_1_cz_eeg_data_9_16.csv,1,cz,0
session_1_qyt_eeg_data_6_19.csv,1,qyt,0
session_1_ha_eeg_data_19_9.csv,1,ha,3
session_1_mhw_eeg_data_10_3.csv,1,mhw,1
session_1_cz_eeg_data_7_13.csv,1,cz,0
session_1_qyt_eeg_data_6_31.csv,1,qyt,0
session_1_qyt_eeg_data_1_38.csv,1,qyt,1
session_1_wll_eeg_data_7_1.csv,1,wll,0
session_1_wll_eeg_data_13_32.csv,1,wll,1
session_1_ha_eeg_data_14_17.csv,1,ha,1
session_1_zjy_eeg_data_6_37.csv,1,zjy,0
session_1_whh_eeg_data_12_25.csv,1,whh,1
session_1_tyc_eeg_data_16_17.csv,1,tyc,3
session_1_wq_eeg_data_17_9.csv,1,wq,2
session_1_zjy_eeg_data_6_23.csv,1,zjy,0
session_1_qyt_eeg_data_15_2.csv,1,qyt,2
session_1_wll_eeg_data_13_26.csv,1,wll,1
session_1_wq_eeg_data_22_0.csv,1,wq,3
session_1_ldy_eeg_data_11_0.csv,1,ldy,2
session_1_zjy_eeg_data_15_4.csv,1,zjy,2
session_1_ly_eeg_data_24_2.csv,1,ly,3
session_1_ly_eeg_data_3_6.csv,1,ly,3
session_1_qyt_eeg_data_6_25.csv,1,qyt,0
session_1_whh_eeg_data_15_38.csv,1,whh,2
session_1_hql_eeg_data_7_14.csv,1,hql,0
session_1_ldy_eeg_data_24_9.csv,1,ldy,3
session_1_rx_eeg_data_16_7.csv,1,rx,3
session_1_hql_eeg_data_18_38.csv,1,hql,2
session_1_cz_eeg_data_2_6.csv,1,cz,2
session_1_tyc_eeg_data_22_2.csv,1,tyc,3
session_1_hql_eeg_data_16_15.csv,1,hql,3
session_1_qyt_eeg_data_1_2.csv,1,qyt,1
session_1_mhw_eeg_data_18_43.csv,1,mhw,2
session_1_wll_eeg_data_22_12.csv,1,wll,3
session_1_mz_eeg_data_12_2.csv,1,mz,1
session_1_ha_eeg_data_8_26.csv,1,ha,1
session_1_rx_eeg_data_4_3.csv,1,rx,0
session_1_rx_eeg_data_9_13.csv,1,rx,0
session_1_qyt_eeg_data_16_16.csv,1,qyt,3
session_1_zjd_eeg_data_8_42.csv,1,zjd,1
session_1_mz_eeg_data_16_32.csv,1,mz,3
session_1_whh_eeg_data_13_4.csv,1,whh,1
session_1_whh_eeg_data_24_18.csv,1,whh,3
session_1_whh_eeg_data_3_29.csv,1,whh,3
session_1_mz_eeg_data_16_26.csv,1,mz,3
session_1_ha_eeg_data_1_16.csv,1,ha,1
session_1_ha_eeg_data_8_32.csv,1,ha,1
session_1_whh_eeg_data_23_11.csv,1,whh,0
session_1_whh_eeg_data_4_20.csv,1,whh,0
session_1_ha_eeg_data_6_37.csv,1,ha,0
session_1_hql_eeg_data_16_29.csv,1,hql,3
